side,charge,pt,phi,eta,momentum_scale
0,-1,0.25,-0.39269908169872436,0.6,1.0142576
0,-1,0.25,-0.39269908169872436,0.7999999999999999,1.0126697
0,-1,0.25,-0.39269908169872436,1.0,1.010486
0,-1,0.25,-0.1308996938995748,-1.0,0.9862152
0,-1,0.25,-0.1308996938995748,-0.8,1.0011693
0,-1,0.25,-0.1308996938995748,-0.6000000000000001,1.0079811
0,-1,0.25,-0.1308996938995748,-0.4,1.010751
0,-1,0.25,-0.1308996938995748,-0.20000000000000007,1.012024
0,-1,0.25,-0.1308996938995748,0.0,1.0131959
0,-1,0.25,-0.1308996938995748,0.20000000000000007,1.0144113
0,-1,0.25,-0.1308996938995748,0.4,1.0149294
0,-1,0.25,-0.1308996938995748,0.6,1.0141435
0,-1,0.25,-0.1308996938995748,0.7999999999999999,1.012259
0,-1,0.25,-0.1308996938995748,1.0,1.0099982
0,-1,0.25,0.13089969389957457,-1.0,0.9849355
0,-1,0.25,0.13089969389957457,-0.8,1.0007972
0,-1,0.25,0.13089969389957457,-0.6000000000000001,1.0084814
0,-1,0.25,0.13089969389957457,-0.4,1.0116987
0,-1,0.25,0.13089969389957457,-0.20000000000000007,1.0131294
0,-1,0.25,0.13089969389957457,0.0,1.014315
0,-1,0.25,0.13089969389957457,0.20000000000000007,1.0153593
0,-1,0.25,0.13089969389957457,0.4,1.0153849
0,-1,0.25,0.13089969389957457,0.6,1.0138913
0,-1,0.25,0.13089969389957457,0.7999999999999999,1.0115099
0,-1,0.25,0.13089969389957457,1.0,1.0091318
0,-1,0.25,0.3926990816987239,-1.0,0.9838483
0,-1,0.25,0.3926990816987239,-0.8,1.0015424
0,-1,0.25,0.3926990816987239,-0.6000000000000001,1.0103639
0,-1,0.25,0.3926990816987239,-0.4,1.0137894
0,-1,0.25,0.3926990816987239,-0.20000000000000007,1.0151162
0,-1,0.25,0.3926990816987239,0.0,1.0161326
