success,side,trial_id,random_seed,elapsed_seconds,hidden_width,hidden_layers,dropout_probability,batch_size,learning_rate,weight_decay,identity_penalty,smoothness_penalty,odd_component_penalty,maximum_even_log_scale,maximum_odd_log_scale,maximum_total_log_scale,maximum_epochs,patience,score,validation_nll,mean_before,mean_after,width_before,width_after,width_ratio,boundary_fraction,best_epoch
True,1,10,112355,17.801595211029053,32,3,0.05,128,0.001,0.001,20.0,300.0,30.0,0.01,0.01,0.02,300,35,-2.92577071144753,-2.96751215192009,0.49848681688308716,0.49759823083877563,0.011781815439462662,0.011418338865041733,0.9691493576445375,0.03854915016646224,6
True,1,11,112356,9.694554805755615,32,3,0.0,512,0.002,0.0002,50.0,20.0,30.0,0.01,0.015,0.02,300,35,-2.946542205843739,-2.9532851935609687,0.49848681688308716,0.49759629368782043,0.011781815439462662,0.011412829160690308,0.9686817128762303,0.0030664096723322237,4
True,1,12,112357,64.67933964729309,16,3,0.1,128,0.0003,0.001,100.0,20.0,30.0,0.01,0.02,0.03,300,35,-2.96914907434262,-2.9730927085492853,0.49848681688308716,0.4976085424423218,0.011781815439462662,0.011349711567163467,0.9633245084749943,0.003329244787103557,72
True,1,13,112358,21.69341540336609,8,3,0.05,512,0.0003,0.0002,20.0,100.0,10.0,0.015,0.02,0.02,300,35,-2.9350092355568753,-2.938425610240249,0.49848681688308716,0.4976246654987335,0.011781815439462662,0.011534781195223331,0.9790325824140904,0.0,28
True,1,14,112359,17.422443866729736,8,3,0.0,512,0.0003,0.001,50.0,100.0,10.0,0.015,0.015,0.03,300,35,-2.938006573087413,-2.9380919712845937,0.49848681688308716,0.4976106584072113,0.011781815439462662,0.011540606617927551,0.9795270242710481,0.0,48
True,1,15,112360,13.926915407180786,8,3,0.1,128,0.001,0.001,100.0,300.0,10.0,0.02,0.02,0.02,300,35,-2.947343764673106,-2.948424517105164,0.49848681688308716,0.49761462211608887,0.011781815439462662,0.011464833281934261,0.9730956439474784,0.00017522340984755565,8
True,1,16,112361,9.795572757720947,8,1,0.1,256,0.002,0.001,50.0,20.0,10.0,0.01,0.02,0.02,300,35,-2.9485300719482974,-2.953261941967637,0.49848681688308716,0.49760714173316956,0.011781815439462662,0.01143095176666975,0.9702198973837505,0.003767303311722446,8
True,1,17,112362,29.71268653869629,24,3,0.05,128,0.001,0.001,50.0,300.0,10.0,0.01,0.02,0.03,300,35,-2.9506325565443623,-2.978007020221545,0.49848681688308716,0.49757614731788635,0.011781815439462662,0.0113360695540905,0.9621666212934251,0.018661293148764677,17
True,1,18,112363,30.485074520111084,16,1,0.1,256,0.0003,0.001,100.0,100.0,30.0,0.015,0.02,0.04,300,35,-2.9583898437499028,-2.958795616912751,0.49848681688308716,0.49760937690734863,0.011781815439462662,0.011381685733795166,0.9660383658423913,0.0,48
True,1,19,112364,24.38811683654785,24,3,0.05,128,0.0003,0.005,100.0,300.0,2.0,0.02,0.02,0.02,300,35,-2.951068804968099,-2.953912804707619,0.49848681688308716,0.4976094365119934,0.011781815439462662,0.011412154883146286,0.9686244825158087,0.0024531277378657787,9
True,1,20,112365,11.909815073013306,24,3,0.0,128,0.001,0.005,100.0,300.0,2.0,0.015,0.01,0.02,300,35,-2.9426156422642875,-2.948087810233044,0.49848681688308716,0.497589111328125,0.011781815439462662,0.011484812013804913,0.9747913700410762,0.0,2
